customer_id,gender,tenure,monthly_charges,contract_type,internet_service,churn
1276,Female,27,1510.41,Month-to-month,None,Yes
1277,Male,2,954.43,Month-to-month,None,Yes
1278,Male,21,983.9,Two year,None,Yes
1279,Male,37,1631.59,Two year,None,Yes
1280,Female,71,1936.73,Month-to-month,None,No
1281,Female,71,515.31,Two year,None,No
1282,Male,61,1015.07,One year,None,No
1283,Male,56,1117.6,One year,Fiber,No
1284,Male,5,939.73,Month-to-month,Fiber,No
1285,Male,31,917.42,One year,Fiber,Yes
1286,Female,9,388.86,One year,Fiber,No
1287,Female,2,1465.42,Two year,DSL,No
1288,Female,58,1041.56,Two year,Fiber,Yes
1289,Female,48,631.15,Two year,DSL,No
1290,Male,58,1687.26,Two year,DSL,No
1291,Male,30,1664.35,One year,DSL,No
1292,Male,68,1126.87,Month-to-month,None,No
1293,Female,61,807.37,Two year,DSL,Yes
1294,Male,51,1384.76,One year,DSL,No
1295,Female,40,789.86,Two year,DSL,Yes
1296,Female,30,701.21,One year,None,No
1297,Male,21,1541.87,Two year,Fiber,No
1298,Male,3,368.55,Month-to-month,Fiber,No
1299,Male,12,461.11,Two year,DSL,No
1300,Female,44,311.54,Month-to-month,DSL,No
1301,Male,41,560.0,Two year,Fiber,No
1302,Female,48,417.28,Two year,Fiber,No
1303,Male,19,1992.86,Two year,Fiber,No
1304,Female,53,790.98,One year,Fiber,No
1305,Female,35,553.76,One year,DSL,No
1306,Male,0,709.69,Month-to-month,DSL,No
1307,Female,14,1891.41,Month-to-month,DSL,No
1308,Female,16,1184.27,One year,Fiber,Yes
1309,Male,23,920.19,Month-to-month,None,Yes
1310,Female,57,1784.77,Month-to-month,Fiber,Yes
1311,Male,71,971.48,One year,Fiber,Yes
1312,Female,22,869.51,One year,None,No
1313,Male,45,652.38,One year,None,No
1314,Male,71,942.25,One year,Fiber,Yes
1315,Female,7,838.36,Two year,None,No
1316,Female,58,1451.42,One year,None,No
1317,Female,58,792.29,Month-to-month,None,Yes
1318,Female,12,1281.24,Two year,Fiber,No
1319,Female,38,412.02,Two year,Fiber,No
1320,Male,27,625.19,Month-to-month,None,No
1321,Female,60,992.59,Two year,DSL,No
1322,Male,15,1892.81,Month-to-month,None,Yes
1323,Male,1,941.33,Two year,None,No
1324,Female,16,1428.93,Two year,Fiber,Yes
1325,Male,29,733.65,Month-to-month,DSL,Yes
1326,Male,12,515.96,Month-to-month,None,No
1327,Male,12,399.51,Month-to-month,DSL,No
1328,Male,42,819.2,Month-to-month,Fiber,No
1329,Female,20,568.02,One year,DSL,Yes
1330,Male,54,595.82,One year,Fiber,No
1331,Female,39,1593.29,Month-to-month,None,Yes
1332,Female,14,326.92,One year,Fiber,No
1333,Male,72,1248.28,Month-to-month,DSL,No
1334,Female,51,945.08,Month-to-month,DSL,Yes
1335,Female,52,1161.13,Two year,DSL,No
1336,Female,51,1256.81,Month-to-month,None,No
1337,Male,29,832.73,Month-to-month,DSL,No
1338,Female,32,801.69,Month-to-month,DSL,Yes
1339,Female,56,1546.78,Month-to-month,DSL,Yes
1340,Female,51,1781.17,Two year,Fiber,Yes
1341,Male,8,627.39,Month-to-month,DSL,No
1342,Female,53,465.95,Two year,Fiber,No
1343,Male,0,1826.25,Month-to-month,DSL,No
1344,Male,43,894.82,Two year,Fiber,No
1345,Male,8,1237.24,One year,Fiber,No
1346,Male,31,911.22,Two year,None,No
1347,Male,14,513.86,Two year,None,No
1348,Male,11,1301.86,Month-to-month,Fiber,Yes
1349,Female,56,1192.74,Two year,Fiber,Yes
1350,Male,7,645.09,Two year,None,Yes
1351,Female,71,1068.18,Month-to-month,Fiber,No
1352,Female,26,1654.81,One year,None,No
1353,Male,61,1303.72,One year,None,No
1354,Female,11,464.76,One year,DSL,No
1355,Female,64,1231.64,Two year,DSL,No
1356,Female,41,1494.66,Month-to-month,None,Yes
1357,Female,61,1647.6,One year,None,No
1358,Male,10,1369.5,One year,Fiber,No
1359,Female,42,559.52,One year,None,No
1360,Male,16,1507.29,One year,None,No
1361,Female,31,1451.48,Month-to-month,DSL,No
1362,Female,39,341.53,One year,None,No
1363,Male,22,999.97,Two year,Fiber,No
1364,Female,55,866.02,Two year,None,No
1365,Female,5,1438.0,Month-to-month,DSL,No
1366,Female,49,667.43,One year,DSL,No
1367,Male,36,1304.48,One year,DSL,No
1368,Female,63,1852.45,Two year,DSL,No
1369,Male,53,1656.26,Month-to-month,None,Yes
1370,Female,71,1866.48,Two year,Fiber,No
1371,Male,48,1963.46,Month-to-month,Fiber,No
1372,Male,10,318.14,Month-to-month,Fiber,Yes
1373,Female,48,1358.66,Month-to-month,None,No
1374,Female,20,1001.83,Two year,None,Yes
1375,Male,65,1761.75,Month-to-month,None,Yes
1376,Male,62,728.08,Two year,Fiber,No
1377,Female,27,1967.75,Two year,None,Yes
1378,Male,16,1343.3,One year,None,No
1379,Female,5,1649.01,Two year,DSL,No
1380,Female,18,445.52,Two year,DSL,Yes
1381,Female,55,611.88,One year,Fiber,Yes
1382,Female,27,1589.29,One year,DSL,No
1383,Male,65,337.38,One year,DSL,No
1384,Female,37,1688.69,Month-to-month,DSL,No
1385,Male,36,323.71,Month-to-month,None,No
1386,Female,67,1417.1,One year,DSL,No
1387,Male,48,920.66,Month-to-month,DSL,Yes
1388,Female,42,1339.54,One year,DSL,No
1389,Male,35,1483.25,Month-to-month,None,No
1390,Male,57,882.21,Two year,Fiber,No
1391,Female,12,483.54,Month-to-month,None,No
1392,Female,51,418.4,Month-to-month,None,No
1393,Female,57,1301.19,Two year,DSL,No
1394,Female,31,1185.11,One year,Fiber,Yes
1395,Male,59,1561.74,Month-to-month,DSL,No
1396,Female,57,1166.55,Month-to-month,DSL,No
1397,Male,55,1018.16,Two year,Fiber,Yes
1398,Male,27,976.75,Two year,Fiber,No
1399,Female,0,344.96,Two year,None,No
1400,Male,41,870.45,Two year,Fiber,Yes
1401,Male,47,1959.23,One year,None,No
1402,Male,39,1785.04,Month-to-month,None,No
1403,Male,62,859.94,Month-to-month,DSL,Yes
1404,Female,71,1299.25,Month-to-month,DSL,Yes
1405,Female,3,1740.4,Month-to-month,DSL,No
1406,Female,37,1050.17,One year,Fiber,No
1407,Female,26,330.53,Month-to-month,Fiber,No
1408,Male,8,426.67,One year,None,No
1409,Male,15,1167.67,One year,None,No
1410,Female,55,1948.05,Two year,None,Yes
1411,Female,30,1478.46,Two year,Fiber,No
1412,Female,13,420.56,Month-to-month,None,No
1413,Male,24,621.91,One year,None,No
1414,Female,33,1611.25,Two year,Fiber,Yes
1415,Female,66,1730.45,One year,DSL,No
1416,Female,23,1350.08,Two year,Fiber,No
1417,Male,72,1395.52,One year,None,Yes
1418,Male,25,348.17,Month-to-month,DSL,No
1419,Male,19,1708.5,Month-to-month,Fiber,No
1420,Male,63,1640.07,One year,DSL,No
1421,Male,9,740.36,Two year,DSL,Yes
1422,Male,66,1504.75,Two year,None,Yes
1423,Male,23,665.25,Month-to-month,Fiber,No
1424,Male,4,368.56,Month-to-month,None,No
1425,Female,66,641.93,Month-to-month,Fiber,No
1426,Female,57,603.67,Two year,Fiber,No
1427,Male,26,874.17,Two year,Fiber,Yes
1428,Male,14,1011.36,Month-to-month,DSL,No
1429,Female,34,1164.52,One year,DSL,Yes
1430,Male,52,1110.48,Two year,None,No
1431,Male,43,760.15,Month-to-month,Fiber,Yes
1432,Male,25,349.59,One year,Fiber,Yes
1433,Female,46,1328.67,Two year,DSL,No
1434,Female,33,972.77,One year,Fiber,No
1435,Female,49,807.74,One year,None,No
1436,Female,11,1773.8,Two year,Fiber,Yes
1437,Female,3,1569.46,Month-to-month,Fiber,No
1438,Male,47,1758.2,One year,DSL,Yes
1439,Female,54,1141.47,Month-to-month,Fiber,No
1440,Male,0,522.58,Two year,None,No
1441,Male,65,1483.58,One year,None,No
1442,Female,29,650.33,One year,None,Yes
1443,Female,2,1050.09,One year,None,No
1444,Male,20,410.5,One year,DSL,No
1445,Male,48,1703.02,One year,Fiber,Yes
1446,Male,61,514.1,Two year,DSL,Yes
1447,Female,37,1835.27,One year,None,Yes
1448,Female,14,1769.19,Two year,Fiber,No
1449,Female,51,1089.79,Month-to-month,DSL,No
1450,Female,45,1565.43,Two year,Fiber,No
1451,Female,24,1353.06,One year,None,Yes
1452,Male,20,1665.23,Month-to-month,None,No
1453,Female,4,1034.07,Two year,Fiber,No
1454,Male,69,1635.87,Two year,Fiber,Yes
1455,Male,46,1086.18,Two year,None,No
1456,Male,67,1899.64,One year,DSL,No
1457,Female,17,1126.83,One year,None,No
1458,Female,20,1086.45,Two year,Fiber,No
1459,Female,22,1634.62,Two year,DSL,No
1460,Male,63,1696.68,Month-to-month,None,Yes
1461,Male,66,1242.63,One year,Fiber,Yes
1462,Male,39,605.66,One year,Fiber,No
1463,Male,9,1095.19,Month-to-month,Fiber,No
1464,Male,51,1945.72,Two year,DSL,No
1465,Male,71,1580.08,Two year,DSL,Yes
1466,Female,60,1678.98,Month-to-month,DSL,No
1467,Female,63,355.8,Two year,DSL,Yes
1468,Female,4,1095.36,Two year,Fiber,Yes
1469,Female,52,1399.26,Month-to-month,Fiber,No
1470,Male,54,1711.06,Month-to-month,DSL,No
1471,Male,36,383.77,Month-to-month,DSL,No
1472,Female,55,1749.15,Two year,Fiber,No
1473,Male,58,1232.28,Month-to-month,None,No
1474,Female,68,635.43,Two year,None,No
1475,Female,72,839.33,One year,Fiber,No
1476,Female,58,779.28,One year,DSL,No
1477,Male,1,1202.46,Month-to-month,DSL,No
1478,Female,64,387.87,Two year,Fiber,No
1479,Female,59,569.51,Two year,None,No
1480,Female,50,1681.58,Two year,Fiber,Yes
1481,Male,29,525.43,Month-to-month,Fiber,Yes
1482,Male,10,696.77,Two year,Fiber,No
1483,Female,38,1070.73,Two year,DSL,No
1484,Male,71,1179.11,Two year,DSL,No
1485,Male,62,1598.14,One year,DSL,No
1486,Male,63,1060.47,Two year,None,No
1487,Male,60,1642.77,One year,Fiber,Yes
1488,Male,53,1351.19,Two year,Fiber,No
1489,Male,72,492.27,Two year,None,No
1490,Male,57,565.76,Two year,DSL,Yes
1491,Male,55,1042.96,One year,Fiber,No
1492,Male,33,974.71,Two year,None,No
1493,Male,30,1564.03,Month-to-month,DSL,Yes
1494,Female,51,1287.25,Two year,DSL,No
1495,Female,0,959.83,One year,Fiber,No
1496,Male,54,590.29,One year,DSL,Yes
1497,Female,21,685.62,Month-to-month,None,Yes
1498,Female,39,1278.35,Month-to-month,DSL,Yes
1499,Male,0,1019.85,Month-to-month,Fiber,Yes
1500,Male,64,1175.38,One year,None,No
1501,Male,62,590.15,Two year,DSL,Yes
1502,Female,53,1426.94,Two year,DSL,Yes
1503,Female,41,1749.32,Month-to-month,DSL,Yes
1504,Male,20,738.5,Month-to-month,None,Yes
1505,Male,21,1135.57,Two year,DSL,No
1506,Male,37,1958.4,Month-to-month,Fiber,Yes
1507,Female,7,866.51,Two year,None,No
1508,Female,61,1311.58,Two year,None,No
1509,Female,46,453.33,Two year,DSL,No
1510,Female,16,1330.23,Two year,None,Yes
1511,Male,16,452.37,One year,Fiber,No
1512,Male,12,1930.7,Two year,None,Yes
1513,Male,16,1516.63,Month-to-month,Fiber,No
1514,Male,37,1639.87,Month-to-month,DSL,No
1515,Female,44,1496.98,Month-to-month,None,No
1516,Female,5,1302.54,Month-to-month,Fiber,No
1517,Male,34,1064.85,One year,DSL,Yes
1518,Male,13,1759.23,Two year,Fiber,No
1519,Female,71,1926.62,Two year,None,No
1520,Male,60,1148.36,Month-to-month,None,No
1521,Female,14,1883.61,Month-to-month,Fiber,No
1522,Male,53,1291.67,Month-to-month,DSL,No
1523,Male,26,1215.25,Two year,DSL,No
1524,Male,12,1072.62,One year,DSL,No
1525,Male,30,655.79,One year,DSL,No
1526,Male,34,306.32,One year,Fiber,No
1527,Male,59,710.56,One year,None,Yes
1528,Male,5,1166.53,Month-to-month,Fiber,Yes
1529,Female,68,945.93,Two year,None,No
1530,Female,57,1062.42,Month-to-month,None,No
1531,Female,48,1967.1,One year,Fiber,No
1532,Female,22,895.46,Month-to-month,Fiber,No
1533,Female,33,1068.71,One year,DSL,No
1534,Male,25,526.98,Two year,None,No
1535,Male,46,381.53,One year,DSL,No
1536,Female,4,1618.2,Month-to-month,DSL,Yes
1537,Male,19,1270.16,Two year,Fiber,Yes
1538,Female,5,1593.2,One year,DSL,No
1539,Female,69,554.77,One year,DSL,No
1540,Male,58,1272.11,Two year,DSL,No
1541,Male,63,731.19,Month-to-month,Fiber,No
1542,Male,17,687.71,Two year,DSL,No
1543,Female,3,319.59,Month-to-month,DSL,Yes
1544,Male,16,521.58,One year,Fiber,Yes
1545,Female,13,825.76,One year,Fiber,No
1546,Female,12,498.69,Two year,Fiber,Yes
1547,Female,6,1975.96,One year,None,No
1548,Male,43,824.68,Two year,Fiber,No
1549,Male,14,521.55,One year,None,No
1550,Female,18,638.44,One year,Fiber,No
1551,Male,62,1299.1,Month-to-month,Fiber,Yes
1552,Male,34,408.87,Two year,Fiber,Yes
1553,Male,34,1766.14,Two year,None,No
1554,Female,18,1934.55,One year,DSL,Yes
1555,Female,19,719.47,Month-to-month,Fiber,Yes
1556,Male,34,1065.16,Month-to-month,None,No
1557,Female,31,337.63,Two year,Fiber,No
1558,Male,47,1389.21,Two year,DSL,Yes
1559,Male,43,1003.67,One year,None,Yes
1560,Male,23,759.1,Two year,Fiber,No
1561,Male,60,651.62,One year,Fiber,No
1562,Female,16,1411.84,Month-to-month,Fiber,No
1563,Female,70,1007.57,Two year,DSL,Yes
1564,Female,49,605.42,Month-to-month,None,Yes
1565,Male,64,1471.49,Month-to-month,Fiber,No
1566,Male,31,1260.62,One year,Fiber,No
1567,Male,35,1759.74,Month-to-month,None,Yes
1568,Female,12,499.71,One year,DSL,No
1569,Male,69,1635.63,One year,DSL,Yes
1570,Female,57,1444.98,Month-to-month,DSL,No
1571,Female,13,495.52,Month-to-month,DSL,No
1572,Female,36,1481.2,One year,DSL,No
1573,Female,67,1050.63,One year,Fiber,No
1574,Female,39,1906.47,Month-to-month,Fiber,Yes
1575,Female,58,540.74,One year,Fiber,Yes
1576,Male,15,1392.82,One year,None,Yes
1577,Male,61,949.37,Two year,DSL,No
1578,Female,3,1926.58,Two year,None,No
1579,Female,44,860.96,Two year,DSL,No
1580,Male,27,1935.72,Two year,DSL,Yes
1581,Female,65,1832.53,Two year,None,No
1582,Female,30,759.65,One year,Fiber,Yes
1583,Male,2,1666.02,One year,None,Yes
1584,Female,7,1992.53,Two year,Fiber,No
1585,Female,23,729.53,Month-to-month,DSL,Yes
1586,Female,14,1042.52,Two year,Fiber,Yes
1587,Male,42,1184.31,Month-to-month,DSL,Yes
1588,Male,30,801.38,One year,DSL,No
1589,Male,72,325.95,Month-to-month,Fiber,Yes
1590,Female,44,674.22,One year,DSL,No
1591,Female,65,779.29,Month-to-month,Fiber,No
1592,Male,7,1054.12,One year,None,No
1593,Female,70,590.87,One year,DSL,No
1594,Female,56,1784.53,Two year,DSL,Yes
1595,Female,29,1498.35,One year,None,No
1596,Female,17,444.84,Two year,DSL,No
1597,Female,68,1405.16,Two year,None,No
1598,Male,38,1411.22,Two year,None,Yes
1599,Female,59,1925.58,Month-to-month,DSL,Yes
1600,Male,42,305.14,Month-to-month,None,No
1601,Female,44,721.49,One year,None,Yes
1602,Male,22,1877.25,Two year,None,No
1603,Female,68,1884.63,Two year,DSL,No
1604,Male,5,1525.0,One year,None,Yes
1605,Female,55,1601.8,Two year,Fiber,Yes
1606,Male,3,455.52,One year,Fiber,Yes
1607,Female,22,1173.59,Two year,None,No
1608,Male,5,693.69,Month-to-month,Fiber,No
1609,Female,31,608.07,One year,DSL,No
1610,Male,17,1677.52,One year,None,No
1611,Male,14,529.56,Month-to-month,DSL,No
1612,Female,39,1096.71,One year,Fiber,No
1613,Female,72,1895.58,Month-to-month,Fiber,No
1614,Male,5,615.91,Two year,Fiber,No
1615,Female,62,1962.59,Month-to-month,Fiber,No
1616,Male,66,1990.29,Month-to-month,DSL,Yes
1617,Male,10,1244.55,One year,None,No
1618,Male,42,589.24,Two year,DSL,Yes
1619,Female,16,837.38,Month-to-month,None,No
1620,Male,3,1021.64,Two year,Fiber,No
1621,Male,62,825.85,Month-to-month,Fiber,No
1622,Female,67,777.08,One year,Fiber,No
1623,Female,40,1952.79,Month-to-month,Fiber,No
1624,Female,4,560.72,Month-to-month,DSL,Yes
1625,Female,31,1546.66,Two year,None,No
1626,Male,69,300.7,Month-to-month,None,No
1627,Male,34,1313.51,One year,Fiber,No
1628,Male,21,1857.1,One year,DSL,Yes
1629,Male,64,789.49,Month-to-month,Fiber,No
1630,Female,21,615.39,Month-to-month,None,Yes
1631,Male,10,1407.86,Two year,None,No
1632,Male,2,1511.42,Two year,DSL,No
1633,Female,8,1469.65,One year,None,No
1634,Male,59,842.84,Two year,DSL,Yes
1635,Male,13,728.74,Month-to-month,Fiber,Yes
1636,Male,17,1925.06,One year,Fiber,No
1637,Male,72,1869.61,Two year,DSL,No
1638,Male,22,1077.44,One year,Fiber,No
1639,Male,46,1738.53,Month-to-month,DSL,No
1640,Female,68,1068.95,Two year,Fiber,No
1641,Female,46,1021.46,Month-to-month,Fiber,Yes
1642,Male,29,566.5,Month-to-month,None,Yes
1643,Male,24,1024.89,One year,None,No
1644,Female,27,1213.61,One year,DSL,Yes
1645,Male,24,338.26,One year,Fiber,Yes
1646,Male,57,1054.99,Two year,Fiber,No
1647,Male,40,1628.31,Two year,Fiber,No
1648,Female,24,1456.08,One year,None,Yes
1649,Male,47,1379.77,Two year,DSL,No
1650,Female,9,1846.24,Two year,DSL,No
1651,Male,10,330.65,One year,DSL,Yes
1652,Female,20,1246.98,Month-to-month,Fiber,No
1653,Female,44,1638.49,Two year,DSL,Yes
1654,Male,6,1220.27,Two year,None,No
1655,Female,63,850.62,Month-to-month,None,No
1656,Male,63,531.63,Month-to-month,DSL,No
1657,Female,1,1808.86,Month-to-month,Fiber,No
1658,Male,41,1100.3,One year,None,No
1659,Male,53,1792.8,Month-to-month,None,No
1660,Female,15,1295.95,One year,Fiber,Yes
1661,Male,17,1446.13,Month-to-month,Fiber,No
1662,Male,58,1667.24,Month-to-month,DSL,No
1663,Female,15,1420.56,One year,None,No
1664,Male,5,976.69,One year,None,No
1665,Male,56,1173.18,Month-to-month,DSL,No
1666,Female,46,1665.18,Month-to-month,DSL,No
1667,Female,47,935.21,Month-to-month,None,Yes
1668,Male,41,959.81,Two year,None,No
1669,Male,59,462.67,Month-to-month,Fiber,Yes
1670,Female,3,1854.79,One year,Fiber,No
1671,Female,1,454.76,Two year,None,No
1672,Male,58,1401.96,One year,None,No
1673,Female,26,1002.43,Two year,Fiber,Yes
1674,Male,26,989.55,Two year,DSL,No
1675,Male,71,1455.24,One year,DSL,No
1676,Male,6,414.06,Two year,None,No
1677,Male,62,1309.3,One year,None,Yes
1678,Male,45,1612.45,Month-to-month,Fiber,Yes
1679,Female,62,1707.96,Two year,None,No
1680,Female,11,589.9,One year,DSL,No
1681,Female,12,1825.61,Two year,Fiber,Yes
1682,Female,42,1415.45,One year,Fiber,Yes
1683,Male,16,1799.15,Month-to-month,DSL,No
1684,Male,62,1124.98,Month-to-month,DSL,Yes
1685,Male,35,1221.46,Two year,Fiber,No
1686,Male,7,1862.37,Two year,None,No
1687,Female,68,1829.85,One year,DSL,No
1688,Male,35,1061.87,One year,Fiber,No
1689,Male,27,766.5,Two year,None,No
1690,Female,46,968.39,One year,None,No
1691,Female,29,959.2,One year,Fiber,No
1692,Female,22,787.67,One year,DSL,No
1693,Female,15,756.59,Two year,None,No
1694,Male,13,1763.81,Month-to-month,DSL,No
1695,Male,70,418.77,Month-to-month,Fiber,Yes
1696,Female,51,1451.94,One year,DSL,No
1697,Male,36,593.79,Two year,None,No
1698,Male,28,885.66,One year,Fiber,No
1699,Male,66,404.62,Month-to-month,None,Yes
1700,Female,14,758.96,One year,None,No
1701,Male,46,1606.32,Month-to-month,Fiber,No
1702,Female,45,1804.53,Two year,Fiber,Yes
1703,Male,51,676.6,One year,DSL,No
1704,Male,18,1088.03,Two year,Fiber,No
1705,Male,20,1099.55,One year,DSL,No
1706,Female,63,1785.08,One year,Fiber,Yes
1707,Male,36,1596.76,One year,None,No
1708,Female,26,1172.23,One year,DSL,Yes
1709,Female,54,1440.27,One year,Fiber,No
1710,Female,28,1740.5,Two year,DSL,Yes
1711,Male,19,316.22,Two year,DSL,No
1712,Male,24,984.91,Month-to-month,DSL,No
1713,Male,69,1842.31,One year,None,No
1714,Male,62,1558.53,Month-to-month,Fiber,No
1715,Female,35,1222.83,Two year,Fiber,No
1716,Female,1,1200.4,Month-to-month,DSL,Yes
1717,Female,21,891.21,Two year,Fiber,No
1718,Male,15,1184.88,One year,None,No
1719,Female,17,1414.15,Month-to-month,DSL,No
1720,Male,68,1011.22,Month-to-month,None,No
1721,Female,53,1514.06,Month-to-month,None,Yes
1722,Male,29,1764.09,Month-to-month,Fiber,No
1723,Male,44,562.96,One year,Fiber,No
1724,Female,18,1067.63,Two year,DSL,No
1725,Female,33,993.63,Two year,None,No
1726,Female,12,1468.69,One year,Fiber,No
1727,Female,42,724.77,Two year,DSL,No
1728,Male,61,1388.43,Month-to-month,DSL,Yes
1729,Female,21,1791.73,One year,Fiber,Yes
1730,Female,51,1010.82,Two year,None,Yes
1731,Female,51,1848.73,One year,DSL,Yes
1732,Male,35,1988.38,One year,Fiber,No
1733,Male,72,480.36,Two year,DSL,No
1734,Female,18,696.19,Two year,Fiber,Yes
1735,Male,37,1915.65,One year,DSL,Yes
1736,Female,69,1929.16,One year,None,No
1737,Male,56,466.1,Two year,DSL,No
1738,Male,19,325.5,One year,Fiber,No
1739,Male,8,573.87,Two year,Fiber,No
1740,Male,31,1993.22,One year,Fiber,No
1741,Female,3,606.0,One year,None,Yes
1742,Female,49,1154.33,One year,Fiber,No
1743,Female,4,1742.31,Two year,Fiber,No
1744,Male,19,334.68,Month-to-month,None,No
1745,Female,36,1327.63,Two year,Fiber,No
1746,Female,21,770.94,One year,Fiber,No
1747,Female,57,1765.97,Month-to-month,None,Yes
1748,Male,67,781.88,Month-to-month,DSL,Yes
1749,Male,43,1467.48,One year,Fiber,Yes
1750,Male,33,1446.17,Two year,DSL,No
1751,Female,41,676.54,Month-to-month,None,No
1752,Female,8,359.16,Month-to-month,Fiber,Yes
1753,Female,6,995.72,Two year,Fiber,No
1754,Male,67,791.63,Two year,None,Yes
1755,Male,18,1675.26,Month-to-month,Fiber,Yes
1756,Female,30,1660.62,Two year,DSL,No
1757,Male,34,1076.94,Month-to-month,DSL,No
1758,Male,56,1331.07,One year,None,No
1759,Male,60,1327.24,Two year,Fiber,No
1760,Male,30,1706.17,Month-to-month,Fiber,No
1761,Female,52,1022.5,Two year,None,Yes
1762,Male,31,768.26,Two year,DSL,Yes
1763,Male,65,750.56,Month-to-month,DSL,No
1764,Male,58,1211.53,One year,None,No
1765,Male,9,1063.55,Month-to-month,Fiber,No
1766,Female,1,1048.21,Two year,DSL,No
1767,Female,65,454.93,Month-to-month,Fiber,No
1768,Male,59,1521.63,Two year,DSL,No
1769,Male,16,663.35,Month-to-month,Fiber,No
1770,Male,15,634.82,One year,DSL,No
1771,Male,15,1001.69,One year,Fiber,No
1772,Male,45,687.22,One year,None,No
1773,Male,38,1292.56,One year,DSL,No
1774,Female,30,931.49,Month-to-month,None,No
1775,Male,0,1063.15,One year,DSL,No
1776,Female,10,1213.19,Month-to-month,DSL,Yes
1777,Female,3,646.01,Two year,DSL,Yes
1778,Male,70,564.78,Two year,Fiber,No
1779,Female,25,1796.72,Two year,DSL,No
1780,Female,49,1037.33,One year,None,No
1781,Female,11,1000.56,One year,Fiber,No
1782,Female,64,360.54,One year,Fiber,Yes
1783,Female,46,1146.56,Two year,DSL,No
1784,Female,52,1242.09,Two year,Fiber,No
1785,Male,70,1250.03,Two year,DSL,No
1786,Female,1,1501.95,Two year,None,Yes
1787,Female,23,601.72,Month-to-month,Fiber,Yes
1788,Female,3,728.78,Month-to-month,Fiber,No
1789,Male,18,1678.24,One year,None,Yes
1790,Female,25,1910.19,One year,None,No
1791,Male,39,531.09,Two year,DSL,No
1792,Female,49,1146.0,Month-to-month,Fiber,No
1793,Male,42,664.1,Month-to-month,None,No
1794,Male,66,402.12,One year,Fiber,No
1795,Female,11,853.36,Month-to-month,None,Yes
1796,Female,66,544.27,One year,Fiber,Yes
1797,Male,26,1506.89,Two year,None,No
1798,Female,53,1207.33,Two year,Fiber,No
1799,Male,65,544.52,One year,DSL,No
1800,Male,48,315.71,Two year,Fiber,No
1801,Male,15,1673.87,Two year,DSL,Yes
1802,Male,1,599.53,Month-to-month,DSL,No
1803,Male,59,1330.57,Month-to-month,DSL,No
1804,Female,53,872.77,Month-to-month,Fiber,No
1805,Male,29,1295.33,Month-to-month,Fiber,No
1806,Male,37,836.61,Month-to-month,DSL,No
1807,Female,27,447.8,One year,None,Yes
1808,Male,24,679.02,One year,Fiber,Yes
1809,Female,9,619.7,Month-to-month,Fiber,No
1810,Female,59,1027.63,Two year,Fiber,Yes
1811,Female,41,1419.08,Two year,Fiber,Yes
1812,Male,39,748.47,One year,DSL,No
1813,Male,41,320.52,One year,None,No
1814,Male,46,1182.19,One year,None,No
1815,Female,36,1329.79,Two year,None,No
1816,Male,21,1936.88,One year,None,No
1817,Female,56,1302.1,Two year,DSL,No
1818,Male,26,1100.99,One year,Fiber,No
1819,Female,40,1274.78,Two year,Fiber,No
1820,Male,33,1877.43,One year,DSL,No
1821,Male,31,1708.24,One year,Fiber,No
1822,Male,65,849.06,Two year,DSL,No
1823,Female,11,703.33,One year,None,No
1824,Female,39,746.48,Month-to-month,DSL,No
1825,Male,72,1157.52,Two year,Fiber,No
1826,Male,72,1564.88,One year,Fiber,Yes
1827,Female,9,1155.47,Two year,Fiber,No
1828,Female,47,415.25,One year,None,No
1829,Female,19,1530.09,Month-to-month,DSL,No
1830,Male,38,1670.15,One year,DSL,No
1831,Female,59,792.15,One year,Fiber,No
1832,Male,65,1429.01,Month-to-month,DSL,No
1833,Female,64,1025.21,Two year,Fiber,Yes
1834,Male,50,1811.5,One year,DSL,No
1835,Female,35,1736.88,One year,None,No
1836,Female,23,1193.23,Month-to-month,None,Yes
1837,Female,26,1475.56,Two year,DSL,No
1838,Female,1,1801.69,Two year,None,No
1839,Female,30,1142.72,Month-to-month,None,No
1840,Male,56,832.53,Month-to-month,None,Yes
1841,Female,65,1581.23,One year,Fiber,Yes
1842,Female,28,674.11,Month-to-month,DSL,No
1843,Female,14,960.5,Month-to-month,DSL,No
1844,Male,11,1771.74,Month-to-month,Fiber,Yes
1845,Female,27,1531.52,Two year,Fiber,No
1846,Male,23,986.48,Month-to-month,None,Yes
1847,Female,20,665.07,One year,DSL,No
1848,Female,9,905.15,One year,Fiber,Yes
1849,Male,17,782.98,One year,None,Yes
1850,Female,13,599.35,Month-to-month,DSL,No
1851,Male,33,1563.67,Two year,None,No
1852,Male,57,728.52,Month-to-month,DSL,No
1853,Female,21,1072.08,Month-to-month,None,No
1854,Male,69,955.96,One year,DSL,No
1855,Female,35,1969.53,Month-to-month,DSL,No
1856,Female,44,964.86,Two year,DSL,No
1857,Male,35,435.97,One year,DSL,No
1858,Male,21,452.7,Two year,None,Yes
1859,Male,60,1304.28,Two year,Fiber,No
1860,Male,55,1318.92,Two year,DSL,Yes
1861,Female,32,1011.89,Month-to-month,DSL,No
1862,Female,44,1034.13,Month-to-month,DSL,No
1863,Male,35,391.69,Month-to-month,DSL,No
1864,Female,19,1178.13,Month-to-month,None,No
1865,Female,17,1158.06,One year,Fiber,No
1866,Female,37,554.23,Month-to-month,Fiber,No
